transaction_id,customer_id,transaction_date,transaction_type,amount,adjustment_code,network_node,country,destination_account,is_suspicious_ground_truth,country_name,risk_score,is_tax_haven,cross_border,amount_zscore_cliente
TXN00000375,CLI000286,2023-10-29,AJUSTE,2418.18,10,SP-CORE-02,BR,BR-9457665185,False,Brasil,0.05,False,False,-0.332294939668104
TXN00000376,CLI001104,2023-04-16,AJUSTE,-378012.98,4F,SANTOS-PORT-07,PA,OFFSHORE-172400KT,True,Panamá,0.9,True,True,-2.267730309319686
TXN00000377,CLI000548,2023-06-15,AJUSTE,3426.92,02,RJ-CORE-01,BR,BR-5535997538,False,Brasil,0.05,False,False,0.6991268763387974
TXN00000378,CLI000260,2023-03-11,FATURA,3370.45,10,SP-CORE-01,BR,BR-6834555633,False,Brasil,0.05,False,False,0.5760068480514411
TXN00000379,CLI001003,2023-05-08,AJUSTE,528.93,02,SP-CORE-02,BR,BR-2849785671,False,Brasil,0.05,False,False,-0.5006260214413266
TXN00000380,CLI000155,2023-10-23,AJUSTE,2220.76,10,MG-CORE-01,BR,BR-1773338452,False,Brasil,0.05,False,False,0.5961136960141243
TXN00000381,CLI001000,2023-07-26,FATURA,1814.33,02,RJ-CORE-01,BR,BR-1751917162,False,Brasil,0.05,False,False,-0.5187202139259574
TXN00000382,CLI001095,2023-10-25,ESTORNO,28.61,00,MG-CORE-01,BR,BR-3934040683,False,Brasil,0.05,False,False,-0.8885290064484485
TXN00000383,CLI000662,2023-04-22,PAGAMENTO,3389.09,01,MG-CORE-01,BR,BR-3504640817,False,Brasil,0.05,False,False,1.125008111979058
TXN00000384,CLI000100,2023-06-22,ESTORNO,1924.64,01,BA-CORE-01,BR,BR-6292209057,False,Brasil,0.05,False,False,0.7071067811865476
TXN00000385,CLI000324,2023-02-20,FATURA,2199.1,10,SP-CORE-01,BR,BR-8034746821,False,Brasil,0.05,False,False,0.3885475516374953
TXN00000386,CLI000619,2023-08-22,PAGAMENTO,22.35,10,SP-CORE-02,BR,BR-7268807553,False,Brasil,0.05,False,False,-0.7071067811865476
TXN00000387,CLI000762,2023-05-21,AJUSTE,344.82,02,RJ-CORE-01,BR,BR-3864059081,False,Brasil,0.05,False,False,-0.4267743884376679
TXN00000388,CLI000187,2023-01-27,AJUSTE,1399.27,02,SP-CORE-02,BR,BR-3347621138,False,Brasil,0.05,False,False,-0.9144059625809637
TXN00000389,CLI000464,2023-01-01,FATURA,762.71,00,SP-CORE-02,BR,BR-5612201744,False,Brasil,0.05,False,False,-0.7445759464607069
TXN00000390,CLI000271,2023-01-05,PAGAMENTO,48.06,02,SP-CORE-01,BR,BR-9354723429,False,Brasil,0.05,False,False,-1.0994847519788118
TXN00000391,CLI000642,2023-02-06,PAGAMENTO,816.74,00,SP-CORE-01,BR,BR-9426850694,False,Brasil,0.05,False,False,-0.2998630616754082
TXN00000392,CLI000018,2023-06-03,ESTORNO,497.21,01,SP-CORE-02,BR,BR-8259841263,False,Brasil,0.05,False,False,-0.10066200043765532
TXN00000393,CLI000907,2023-08-14,AJUSTE,1242.13,01,SP-CORE-02,BR,BR-2297602688,False,Brasil,0.05,False,False,-0.34160128568743703
TXN00000394,CLI000787,2023-02-14,AJUSTE,3140.14,01,SP-CORE-01,BR,BR-9587244082,False,Brasil,0.05,False,False,0.3679626515233397
TXN00000395,CLI000509,2023-08-08,ESTORNO,1114.47,01,SP-CORE-02,BR,BR-8960015186,False,Brasil,0.05,False,False,-0.645080649976885
TXN00000396,CLI000387,2023-12-20,ESTORNO,113.35,02,SP-CORE-02,BR,BR-1458072318,False,Brasil,0.05,False,False,-1.3662117369037758
TXN00000397,CLI000231,2023-06-01,PAGAMENTO,2268.67,01,MG-CORE-01,BR,BR-8298348088,False,Brasil,0.05,False,False,0.3508937036262071
TXN00000398,CLI000740,2023-09-13,AJUSTE,2240.53,00,BA-CORE-01,BR,BR-6994940029,False,Brasil,0.05,False,False,0.34158981404942995
TXN00000399,CLI000965,2023-03-09,ESTORNO,1366.2,10,RJ-CORE-01,BR,BR-9624715092,False,Brasil,0.05,False,False,0.1841577989687698
TXN00000400,CLI000082,2023-01-09,FATURA,2064.02,00,RJ-CORE-01,BR,BR-5181592277,False,Brasil,0.05,False,False,1.4259556884669897
TXN00000401,CLI000169,2023-07-23,FATURA,1783.0,10,MG-CORE-01,BR,BR-8495457335,False,Brasil,0.05,False,False,-0.34473144263442523
TXN00000402,CLI000319,2023-05-23,AJUSTE,310.92,00,BA-CORE-01,BR,BR-9173043235,False,Brasil,0.05,False,False,-1.3965430960840555
TXN00000403,CLI000489,2023-07-20,ESTORNO,2060.8,00,RJ-CORE-01,BR,BR-8739238825,False,Brasil,0.05,False,False,-0.01615911328692461
TXN00000404,CLI000113,2023-05-06,FATURA,320.02,10,SP-CORE-01,BR,BR-5464285982,False,Brasil,0.05,False,False,-0.7071067811865476
TXN00000405,CLI000024,2023-12-08,ESTORNO,2601.09,01,SP-CORE-01,BR,BR-8682023540,False,Brasil,0.05,False,False,-0.7071067811865476
TXN00000406,CLI000260,2023-09-12,AJUSTE,3336.5,02,SP-CORE-02,BR,BR-9733234156,False,Brasil,0.05,False,False,0.5509290290343386
TXN00000407,CLI000131,2023-03-02,ESTORNO,-2704.58,00,RJ-CORE-01,BR,BR-1564409423,False,Brasil,0.05,False,False,-0.4845544421336456
TXN00000408,CLI000114,2023-12-31,ESTORNO,3413.18,00,MG-CORE-01,BR,BR-9201789018,False,Brasil,0.05,False,False,0.8545534117313351
TXN00000409,CLI001176,2023-10-18,PAGAMENTO,600.75,01,RJ-CORE-01,BR,BR-2784572192,False,Brasil,0.05,False,False,-0.9896966225411249
TXN00000410,CLI000501,2023-04-27,FATURA,2597.91,00,SP-CORE-01,BR,BR-1862407093,False,Brasil,0.05,False,False,0.38817741709824993
TXN00000411,CLI001133,2023-08-30,FATURA,1286.64,01,SP-CORE-02,BR,BR-6001680218,False,Brasil,0.05,False,False,-0.20258711760219777
TXN00000412,CLI000160,2023-04-25,PAGAMENTO,1139.87,10,RJ-CORE-01,BR,BR-9350223102,False,Brasil,0.05,False,False,0.2395223552541627
TXN00000413,CLI000095,2023-03-03,ESTORNO,1767.1,00,SP-CORE-02,BR,BR-9033293776,False,Brasil,0.05,False,False,0.40517257506655235
TXN00000414,CLI000177,2023-02-05,PAGAMENTO,3071.93,02,RJ-CORE-01,BR,BR-4454152476,False,Brasil,0.05,False,False,1.5438720625043223
TXN00000415,CLI000497,2023-01-05,PAGAMENTO,1303.84,02,BA-CORE-01,BR,BR-1323408297,False,Brasil,0.05,False,False,0.6518970682554696
TXN00000416,CLI000503,2023-07-08,PAGAMENTO,2079.08,10,SP-CORE-02,BR,BR-7688606771,False,Brasil,0.05,False,False,0.33671849589995934
TXN00000417,CLI000710,2023-01-04,AJUSTE,3264.74,00,SP-CORE-02,BR,BR-2694684834,False,Brasil,0.05,False,False,1.0370653398358727
TXN00000418,CLI000421,2023-06-21,FATURA,25.09,10,RJ-CORE-01,BR,BR-5825776872,False,Brasil,0.05,False,False,-1.1465450227959508
TXN00000419,CLI000191,2023-08-03,AJUSTE,1732.26,00,SP-CORE-02,BR,BR-2595467139,False,Brasil,0.05,False,False,0.25023248529908604
TXN00000420,CLI000174,2023-04-29,FATURA,3142.56,10,RJ-CORE-01,BR,BR-3898400928,False,Brasil,0.05,False,False,1.1544886849726228
TXN00000421,CLI001163,2023-09-16,FATURA,484.63,10,SP-CORE-01,BR,BR-3024977737,False,Brasil,0.05,False,False,-0.14336728791012687
TXN00000422,CLI000535,2023-08-11,FATURA,2325.3,01,SP-CORE-02,BR,BR-3620283102,False,Brasil,0.05,False,False,0.46412388760546386
TXN00000423,CLI000153,2023-07-21,ESTORNO,-2458.53,02,RJ-CORE-01,BR,BR-3781645815,False,Brasil,0.05,False,False,-1.3820815216653917
TXN00000424,CLI000337,2023-03-11,AJUSTE,2734.18,00,SP-CORE-02,BR,BR-8306070814,False,Brasil,0.05,False,False,1.1083794478386404
TXN00000425,CLI000426,2023-08-27,PAGAMENTO,1112.84,00,BA-CORE-01,BR,BR-8083429496,False,Brasil,0.05,False,False,0.7071067811865475
TXN00000426,CLI000624,2023-06-07,PAGAMENTO,1632.45,00,SP-CORE-01,BR,BR-1501119337,False,Brasil,0.05,False,False,-0.7071067811865474
TXN00000427,CLI000509,2023-04-21,FATURA,2929.02,02,SP-CORE-02,BR,BR-5454792171,False,Brasil,0.05,False,False,1.1519396354951787
TXN00000428,CLI000829,2023-07-22,ESTORNO,-1806.84,02,RJ-CORE-01,BR,BR-9572442790,False,Brasil,0.05,False,False,-0.37649316805480243
TXN00000429,CLI000209,2023-10-12,PAGAMENTO,2623.31,01,SP-CORE-01,BR,BR-1498733671,False,Brasil,0.05,False,False,0.540991316717133
TXN00000430,CLI000821,2023-03-04,AJUSTE,61.61,01,SP-CORE-02,BR,BR-3308745090,False,Brasil,0.05,False,False,-0.5710381690288066
TXN00000431,CLI000154,2023-12-18,ESTORNO,-2213.44,00,BA-CORE-01,BR,BR-6964188417,False,Brasil,0.05,False,False,-1.4062640036840235
TXN00000432,CLI000680,2023-02-03,FATURA,708.17,10,SP-CORE-02,BR,BR-7615076397,False,Brasil,0.05,False,False,-0.3466949323763857
TXN00000433,CLI000888,2023-01-22,FATURA,3299.14,00,SP-CORE-02,BR,BR-4120719599,False,Brasil,0.05,False,False,1.0061551516925016
TXN00000434,CLI000440,2023-09-12,PAGAMENTO,122.6,10,SP-CORE-02,BR,BR-9097790557,False,Brasil,0.05,False,False,-1.2601326160010369
TXN00000435,CLI000504,2023-05-21,AJUSTE,993.89,01,SP-CORE-01,BR,BR-3812868150,False,Brasil,0.05,False,False,-0.09163616323503644
TXN00000436,CLI000282,2023-09-13,ESTORNO,-1453.73,10,SP-CORE-01,BR,BR-8875651818,False,Brasil,0.05,False,False,-1.7465509140719953
TXN00000437,CLI000784,2023-04-13,PAGAMENTO,2256.43,01,BA-CORE-01,BR,BR-7939173425,False,Brasil,0.05,False,False,1.1432219610285936
TXN00000438,CLI000796,2023-09-03,ESTORNO,1914.92,10,RJ-CORE-01,BR,BR-2201474778,False,Brasil,0.05,False,False,0.6480137072043187
TXN00000439,CLI000967,2023-04-03,ESTORNO,-110.7,01,SP-CORE-01,BR,BR-8259700175,False,Brasil,0.05,False,False,-1.3076251024351893
TXN00000440,CLI000546,2023-10-27,ESTORNO,3498.63,01,SP-CORE-01,BR,BR-6228133486,False,Brasil,0.05,False,False,0.9729538514246558
TXN00000441,CLI000361,2023-04-23,FATURA,2023.41,10,RJ-CORE-01,BR,BR-2557724698,False,Brasil,0.05,False,False,-0.3875043677441978
TXN00000442,CLI000721,2023-10-31,AJUSTE,1126.66,02,BA-CORE-01,BR,BR-8064477344,False,Brasil,0.05,False,False,-0.6309755427751104
TXN00000443,CLI000360,2023-10-16,AJUSTE,3320.32,10,BA-CORE-01,BR,BR-5555027957,False,Brasil,0.05,False,False,0.0
TXN00000444,CLI000041,2023-01-20,PAGAMENTO,334.1,01,BA-CORE-01,BR,BR-2184901787,False,Brasil,0.05,False,False,-0.9434879590586183
TXN00000445,CLI000364,2023-01-01,PAGAMENTO,1174.43,01,SP-CORE-02,BR,BR-5158416864,False,Brasil,0.05,False,False,0.40535316935650645
TXN00000446,CLI000149,2023-01-31,ESTORNO,96.26,01,SP-CORE-01,BR,BR-8834841054,False,Brasil,0.05,False,False,-0.6871300060670354
TXN00000447,CLI000661,2023-12-27,ESTORNO,-3297.89,10,BA-CORE-01,BR,BR-9983668939,False,Brasil,0.05,False,False,-1.3154167937898171
TXN00000448,CLI000357,2023-03-22,AJUSTE,2568.59,10,MG-CORE-01,BR,BR-5170814022,False,Brasil,0.05,False,False,0.9565927564357682
TXN00000449,CLI000604,2023-04-25,ESTORNO,2336.05,01,MG-CORE-01,BR,BR-2432410914,False,Brasil,0.05,False,False,0.8281767811106334
TXN00000450,CLI000373,2023-04-01,AJUSTE,2556.33,10,BA-CORE-01,BR,BR-5246953455,False,Brasil,0.05,False,False,1.0001427777402954
TXN00000451,CLI000160,2023-11-10,ESTORNO,-788.72,00,MG-CORE-01,BR,BR-1881351238,False,Brasil,0.05,False,False,-0.7766544334468383
TXN00000452,CLI000915,2023-06-27,AJUSTE,3438.68,01,SP-CORE-01,BR,BR-3380304322,False,Brasil,0.05,False,False,1.2076970165199445
TXN00000453,CLI000222,2023-05-16,FATURA,749.7,00,RJ-CORE-01,BR,BR-3518496186,False,Brasil,0.05,False,False,0.40249135422748444
TXN00000454,CLI001010,2023-01-25,FATURA,1363.06,10,SP-CORE-02,BR,BR-6295689007,False,Brasil,0.05,False,False,-0.7138376564236231
TXN00000455,CLI000462,2023-06-29,PAGAMENTO,1920.16,00,MG-CORE-01,BR,BR-4325887726,False,Brasil,0.05,False,False,0.29917976428570714
TXN00000456,CLI000653,2023-08-20,AJUSTE,276.51,00,RJ-CORE-01,BR,BR-3559721644,False,Brasil,0.05,False,False,0.048602685634029696
TXN00000457,CLI001121,2023-02-23,ESTORNO,278.22,01,MG-CORE-01,BR,BR-5226368665,False,Brasil,0.05,False,False,0.586379283231871
TXN00000458,CLI000338,2023-06-23,FATURA,2087.23,10,SP-CORE-01,BR,BR-5241397494,False,Brasil,0.05,False,False,-0.4992767970100114
TXN00000459,CLI000839,2023-03-22,PAGAMENTO,99815.62,4F,SANTOS-PORT-07,KY,OFFSHORE-177589RI,True,Ilhas Cayman,0.95,True,True,1.1546991322253224
TXN00000460,CLI001126,2023-12-05,ESTORNO,-999.7,01,SP-CORE-01,BR,BR-5763350700,False,Brasil,0.05,False,False,-0.7071067811865476
TXN00000461,CLI000604,2023-03-20,PAGAMENTO,209.68,00,MG-CORE-01,BR,BR-3163970710,False,Brasil,0.05,False,False,-0.3010205009127388
TXN00000462,CLI000168,2023-04-13,PAGAMENTO,357.51,01,SP-CORE-02,BR,BR-9776185998,False,Brasil,0.05,False,False,-0.029238631168775498
TXN00000463,CLI000543,2023-03-01,PAGAMENTO,1093.07,10,MG-CORE-01,BR,BR-7534583219,False,Brasil,0.05,False,False,0.7071067811865475
TXN00000464,CLI000757,2023-11-25,FATURA,1913.56,01,RJ-CORE-01,BR,BR-5140460939,False,Brasil,0.05,False,False,0.7071067811865476
TXN00000465,CLI000464,2023-08-17,AJUSTE,175.27,10,MG-CORE-01,BR,BR-7019900273,False,Brasil,0.05,False,False,-1.147420855371571
TXN00000466,CLI000848,2023-10-16,ESTORNO,234.51,00,SP-CORE-01,BR,BR-3946766309,False,Brasil,0.05,False,False,-1.1289585593818057
TXN00000467,CLI001097,2023-10-11,AJUSTE,232.22,10,BA-CORE-01,BR,BR-9202102595,False,Brasil,0.05,False,False,-0.3253151549918372
TXN00000468,CLI000809,2023-10-21,PAGAMENTO,3088.16,10,RJ-CORE-01,BR,BR-5641959772,False,Brasil,0.05,False,False,0.919076612142551
TXN00000469,CLI000355,2023-09-15,FATURA,2007.85,01,SP-CORE-01,BR,BR-3612617557,False,Brasil,0.05,False,False,0.019210574956344373
TXN00000470,CLI000161,2023-04-19,AJUSTE,2833.44,01,SP-CORE-01,BR,BR-1282103057,False,Brasil,0.05,False,False,0.5689139099899373
TXN00000471,CLI000655,2023-04-14,PAGAMENTO,3490.5,01,BA-CORE-01,BR,BR-6691628146,False,Brasil,0.05,False,False,1.0278987638577937
TXN00000472,CLI000566,2023-02-14,FATURA,1370.59,10,BA-CORE-01,BR,BR-7573691558,False,Brasil,0.05,False,False,-0.7768856356853737
TXN00000473,CLI000307,2023-01-07,PAGAMENTO,2757.2,10,SP-CORE-01,BR,BR-7895255573,False,Brasil,0.05,False,False,0.3675412134431733
TXN00000474,CLI000207,2023-10-18,AJUSTE,2066.01,00,SP-CORE-01,BR,BR-4014119648,False,Brasil,0.05,False,False,0.5670050538052548
TXN00000475,CLI001172,2023-10-02,ESTORNO,3082.87,10,RJ-CORE-01,BR,BR-6218484323,False,Brasil,0.05,False,False,0.5298131584232791
TXN00000476,CLI000823,2023-01-20,PAGAMENTO,619.26,10,SP-CORE-02,BR,BR-6276339732,False,Brasil,0.05,False,False,0.28956370864933867
TXN00000477,CLI000974,2023-07-22,FATURA,3115.72,02,SP-CORE-02,BR,BR-7242730249,False,Brasil,0.05,False,False,0.9104281796043291
TXN00000478,CLI000202,2023-07-10,ESTORNO,90.41,02,RJ-CORE-01,BR,BR-5703357871,False,Brasil,0.05,False,False,-1.2530921396620804
TXN00000479,CLI000854,2023-03-10,AJUSTE,1065.67,10,RJ-CORE-01,BR,BR-7127904756,False,Brasil,0.05,False,False,-1.728018422328625
TXN00000480,CLI000766,2023-04-07,FATURA,1557.17,10,MG-CORE-01,BR,BR-8151583833,False,Brasil,0.05,False,False,-0.18816202875449908
TXN00000481,CLI000827,2023-09-21,FATURA,2774.39,00,RJ-CORE-01,BR,BR-9259157845,False,Brasil,0.05,False,False,1.146837207878097
TXN00000482,CLI000412,2023-09-26,AJUSTE,3080.08,00,SP-CORE-02,BR,BR-1288335378,False,Brasil,0.05,False,False,0.9135336499637218
TXN00000483,CLI000562,2023-05-08,FATURA,135.09,00,RJ-CORE-01,BR,BR-4572433066,False,Brasil,0.05,False,False,0.5826194699948208
TXN00000484,CLI000914,2023-08-26,ESTORNO,-1777.84,00,SP-CORE-01,BR,BR-5695387521,False,Brasil,0.05,False,False,-1.7456927740662447
TXN00000485,CLI000530,2023-08-31,AJUSTE,2062.34,02,RJ-CORE-01,BR,BR-8468071953,False,Brasil,0.05,False,False,0.38733976934405606
TXN00000486,CLI000439,2023-05-26,FATURA,115.53,00,SP-CORE-02,BR,BR-4486522557,False,Brasil,0.05,False,False,-0.8643441033496921
TXN00000487,CLI001052,2023-11-28,AJUSTE,803.39,01,RJ-CORE-01,BR,BR-3389594115,False,Brasil,0.05,False,False,-0.3947387897048064
TXN00000488,CLI000018,2023-12-16,FATURA,50.96,01,SP-CORE-02,BR,BR-5819946657,False,Brasil,0.05,False,False,-0.3430427142740751
TXN00000489,CLI000772,2023-05-10,AJUSTE,2137.04,02,RJ-CORE-01,BR,BR-8517413631,False,Brasil,0.05,False,False,-0.7954831411189807
TXN00000490,CLI000814,2023-08-24,ESTORNO,896.96,10,RJ-CORE-01,BR,BR-4096932037,False,Brasil,0.05,False,False,-0.7668551716466976
TXN00000491,CLI000579,2023-01-04,FATURA,1800.07,02,BA-CORE-01,BR,BR-9454207717,False,Brasil,0.05,False,False,-0.03186614362712803
TXN00000492,CLI000568,2023-12-17,ESTORNO,396.2,00,RJ-CORE-01,BR,BR-7873709012,False,Brasil,0.05,False,False,-0.981383177704953
TXN00000493,CLI000493,2023-12-02,ESTORNO,2494.61,02,SP-CORE-02,BR,BR-2510308881,False,Brasil,0.05,False,False,0.7129513110292979
TXN00000494,CLI001019,2023-11-04,FATURA,1426.26,02,SP-CORE-02,BR,BR-1913706213,False,Brasil,0.05,False,False,0.13974435634745597
TXN00000495,CLI001172,2023-05-13,ESTORNO,3176.05,10,MG-CORE-01,BR,BR-8115628227,False,Brasil,0.05,False,False,0.6025496317200556
TXN00000496,CLI000735,2023-06-25,AJUSTE,2548.39,01,BA-CORE-01,BR,BR-5759761714,False,Brasil,0.05,False,False,0.6719988824401273
TXN00000497,CLI000530,2023-03-29,ESTORNO,-2945.42,01,RJ-CORE-01,BR,BR-2578662692,False,Brasil,0.05,False,False,-1.1357292922007518
TXN00000498,CLI000458,2023-12-15,AJUSTE,3150.58,00,SP-CORE-02,BR,BR-8570333548,False,Brasil,0.05,False,False,1.128792481858064
TXN00000499,CLI000950,2023-08-04,ESTORNO,2762.55,02,RJ-CORE-01,BR,BR-3465740756,False,Brasil,0.05,False,False,0.9538455832392101
TXN00000500,CLI001025,2023-08-29,FATURA,206.8,00,MG-CORE-01,BR,BR-8761956684,False,Brasil,0.05,False,False,0.3104124064562939
TXN00000501,CLI000309,2023-12-15,FATURA,1348.21,02,MG-CORE-01,BR,BR-9702693937,False,Brasil,0.05,False,False,-0.17027098912284616
TXN00000502,CLI000370,2023-04-13,AJUSTE,1212.49,10,SP-CORE-02,BR,BR-2148679234,False,Brasil,0.05,False,False,0.2766731216742407
TXN00000503,CLI000010,2023-09-07,FATURA,1177.55,01,RJ-CORE-01,BR,BR-6069848439,False,Brasil,0.05,False,False,-0.6746028074882493
TXN00000504,CLI001003,2023-05-21,PAGAMENTO,748.65,01,BA-CORE-01,BR,BR-6754503097,False,Brasil,0.05,False,False,-0.4994707186099514
TXN00000505,CLI000978,2023-03-08,FATURA,2158.39,10,MG-CORE-01,BR,BR-1026224160,False,Brasil,0.05,False,False,-0.5761088731692762
TXN00000506,CLI000660,2023-01-03,PAGAMENTO,151.28,01,RJ-CORE-01,BR,BR-4736031885,False,Brasil,0.05,False,False,-1.0603121991590936
TXN00000507,CLI000640,2023-01-10,AJUSTE,2375.08,01,SP-CORE-02,BR,BR-2721355673,False,Brasil,0.05,False,False,0.7884111856730532
TXN00000508,CLI000094,2023-02-22,AJUSTE,1354.76,02,SP-CORE-02,BR,BR-1131671246,False,Brasil,0.05,False,False,0.37506798737429636
TXN00000509,CLI001004,2023-05-29,ESTORNO,-1606.62,02,MG-CORE-01,BR,BR-6218955985,False,Brasil,0.05,False,False,-1.4421852252091538
TXN00000510,CLI000269,2023-04-07,ESTORNO,-593.79,10,SP-CORE-01,BR,BR-7098134112,False,Brasil,0.05,False,False,-0.7071067811865476
TXN00000511,CLI000077,2023-01-12,AJUSTE,2072.13,01,SP-CORE-01,BR,BR-2464137110,False,Brasil,0.05,False,False,0.4995650954927741
TXN00000512,CLI000222,2023-11-24,PAGAMENTO,910.15,00,BA-CORE-01,BR,BR-6884333221,False,Brasil,0.05,False,False,0.40354233205803536
TXN00000513,CLI000254,2023-01-25,FATURA,2420.33,10,MG-CORE-01,BR,BR-8394198376,False,Brasil,0.05,False,False,-0.22257140022062968
TXN00000514,CLI000207,2023-08-31,ESTORNO,-2462.5,01,SP-CORE-01,BR,BR-1225953184,False,Brasil,0.05,False,False,-1.6913792103519387
TXN00000515,CLI000242,2023-11-15,ESTORNO,2127.61,01,MG-CORE-01,BR,BR-3653594796,False,Brasil,0.05,False,False,0.6503955912144478
TXN00000516,CLI000539,2023-02-28,ESTORNO,-2750.97,10,SP-CORE-02,BR,BR-3894673596,False,Brasil,0.05,False,False,-1.269081237163761
TXN00000517,CLI001123,2023-07-03,AJUSTE,2467.96,02,SP-CORE-02,BR,BR-6463640105,False,Brasil,0.05,False,False,0.8437500075923536
TXN00000518,CLI000006,2023-04-17,PAGAMENTO,2414.95,10,RJ-CORE-01,BR,BR-8137972345,False,Brasil,0.05,False,False,0.5792904921152231
TXN00000519,CLI000306,2023-12-10,FATURA,329.73,00,BA-CORE-01,BR,BR-7193532615,False,Brasil,0.05,False,False,-0.7430203694587774
TXN00000520,CLI000936,2023-09-19,FATURA,281.17,00,RJ-CORE-01,BR,BR-2173242669,False,Brasil,0.05,False,False,-0.9203614231927818
TXN00000521,CLI000738,2023-05-16,ESTORNO,1635.69,00,SP-CORE-02,BR,BR-5783809766,False,Brasil,0.05,False,False,0.3145470858539763
TXN00000522,CLI000350,2023-08-07,ESTORNO,2590.12,00,SP-CORE-01,BR,BR-2846465000,False,Brasil,0.05,False,False,1.0862711866140362
TXN00000523,CLI000375,2023-07-03,ESTORNO,3132.96,02,SP-CORE-01,BR,BR-8160279830,False,Brasil,0.05,False,False,0.8283860651930497
TXN00000524,CLI000980,2023-07-25,FATURA,1412.87,10,RJ-CORE-01,BR,BR-1195066088,False,Brasil,0.05,False,False,1.1473645708064517
TXN00000525,CLI000121,2023-11-29,PAGAMENTO,3103.71,01,SP-CORE-01,BR,BR-3574081104,False,Brasil,0.05,False,False,0.7865599650483942
TXN00000526,CLI000372,2023-02-23,AJUSTE,1467.78,10,BA-CORE-01,BR,BR-1033015788,False,Brasil,0.05,False,False,0.011711694536671551
TXN00000527,CLI000232,2023-07-03,PAGAMENTO,2147.53,01,MG-CORE-01,BR,BR-6392415228,False,Brasil,0.05,False,False,0.8685780657882821
TXN00000528,CLI001075,2023-08-14,PAGAMENTO,179.98,02,RJ-CORE-01,BR,BR-2409274786,False,Brasil,0.05,False,False,-1.011262800157805
TXN00000529,CLI000987,2023-12-09,AJUSTE,3058.54,00,MG-CORE-01,BR,BR-5328166990,False,Brasil,0.05,False,False,0.8753331301867072
TXN00000530,CLI000112,2023-12-06,ESTORNO,2373.51,10,SP-CORE-02,BR,BR-8503368512,False,Brasil,0.05,False,False,1.1225764633777562
TXN00000531,CLI000154,2023-11-26,FATURA,3271.61,10,MG-CORE-01,BR,BR-1754603440,False,Brasil,0.05,False,False,1.2124198016262484
TXN00000532,CLI000457,2023-06-14,PAGAMENTO,858.3,02,SP-CORE-01,BR,BR-4022245086,False,Brasil,0.05,False,False,-0.9677406227928368
TXN00000533,CLI001174,2023-07-26,PAGAMENTO,2863.52,00,MG-CORE-01,BR,BR-8757570742,False,Brasil,0.05,False,False,1.0654900537786116
TXN00000534,CLI001019,2023-02-15,PAGAMENTO,3000.93,10,RJ-CORE-01,BR,BR-5604529187,False,Brasil,0.05,False,False,0.7560204666734138
TXN00000535,CLI000001,2023-02-22,FATURA,1423.97,00,BA-CORE-01,BR,BR-5476654128,False,Brasil,0.05,False,False,0.2745362621450555
TXN00000536,CLI000424,2023-11-06,FATURA,3371.84,02,BA-CORE-01,BR,BR-5375461598,False,Brasil,0.05,False,False,0.7071067811865475
TXN00000537,CLI000680,2023-06-24,PAGAMENTO,1284.43,00,SP-CORE-02,BR,BR-4956362540,False,Brasil,0.05,False,False,0.02355989932885315
TXN00000538,CLI000455,2023-12-03,PAGAMENTO,1284.27,10,SP-CORE-01,BR,BR-8997701619,False,Brasil,0.05,False,False,-0.6512234813556068
TXN00000539,CLI000766,2023-06-24,FATURA,1255.88,02,BA-CORE-01,BR,BR-7767834064,False,Brasil,0.05,False,False,-0.3711097394545925
TXN00000540,CLI000220,2023-01-24,FATURA,3141.13,10,SP-CORE-02,BR,BR-7757700186,False,Brasil,0.05,False,False,1.4879750591953507
TXN00000541,CLI000391,2023-11-09,ESTORNO,-701.81,00,MG-CORE-01,BR,BR-7088949191,False,Brasil,0.05,False,False,-0.6529973703574311
TXN00000542,CLI000923,2023-02-25,ESTORNO,2654.88,00,BA-CORE-01,BR,BR-5789633176,False,Brasil,0.05,False,False,1.1388813824761144
TXN00000543,CLI000100,2023-12-04,PAGAMENTO,-298046.98,9A,SANTOS-PORT-07,LU,OFFSHORE-521818AK,True,Luxemburgo,0.8,True,True,-0.7071067811865476
TXN00000544,CLI000263,2023-10-27,PAGAMENTO,1700.6,01,BA-CORE-01,BR,BR-3190227431,False,Brasil,0.05,False,False,0.3307658314655097
TXN00000545,CLI000858,2023-07-18,FATURA,2308.18,02,BA-CORE-01,BR,BR-6795522649,False,Brasil,0.05,False,False,0.42465865186134877
TXN00000546,CLI000274,2023-05-21,AJUSTE,1404.59,02,RJ-CORE-01,BR,BR-4500557310,False,Brasil,0.05,False,False,0.9473516218799732
TXN00000547,CLI001134,2023-07-31,AJUSTE,2116.79,02,BA-CORE-01,BR,BR-2014766981,False,Brasil,0.05,False,False,0.5679856771426993
TXN00000548,CLI000365,2023-04-13,AJUSTE,749.8,02,RJ-CORE-01,BR,BR-5923940434,False,Brasil,0.05,False,False,0.2094089888682479
TXN00000549,CLI000855,2023-12-30,ESTORNO,421.61,02,BA-CORE-01,BR,BR-1847275937,False,Brasil,0.05,False,False,-0.7023870404569076
TXN00000550,CLI000116,2023-08-05,ESTORNO,-2832.9,00,SP-CORE-01,BR,BR-3587283948,False,Brasil,0.05,False,False,-1.4442790948448194
TXN00000551,CLI000300,2023-05-17,AJUSTE,2630.64,01,RJ-CORE-01,BR,BR-3815389788,False,Brasil,0.05,False,False,1.0050735522517922
