transaction_id,customer_id,transaction_date,transaction_type,amount,adjustment_code,network_node,country,destination_account
TXN00000878,CLI001175,2023-05-07,AJUSTE,1158.99,01,BA-CORE-01,BR,BR-6167393219
TXN00000879,CLI000069,2023-08-02,FATURA,3431.04,00,MG-CORE-01,BR,BR-6638957137
TXN00000880,CLI000493,2023-09-29,PAGAMENTO,1392.23,00,MG-CORE-01,BR,BR-9786280935
TXN00000881,CLI000735,2023-10-13,FATURA,2640.71,10,SP-CORE-02,BR,BR-4711216152
TXN00000882,CLI000332,2023-05-03,ESTORNO,2273.79,00,SP-CORE-01,BR,BR-4183654731
TXN00000883,CLI000284,2023-10-20,PAGAMENTO,2620.56,00,MG-CORE-01,BR,BR-5364631241
TXN00000884,CLI000145,2023-04-05,PAGAMENTO,2768.71,02,MG-CORE-01,BR,BR-8387395021
TXN00000885,CLI000553,2023-12-20,PAGAMENTO,1178.51,00,RJ-CORE-01,BR,BR-2267841227
TXN00000886,CLI000746,2023-12-17,AJUSTE,301.74,02,SP-CORE-01,BR,BR-6137604603
TXN00000887,CLI000749,2023-02-26,FATURA,1352.68,10,BA-CORE-01,BR,BR-6282889763
TXN00000888,CLI000686,2023-03-31,ESTORNO,-2275.64,00,BA-CORE-01,BR,BR-6350369667
TXN00000889,CLI000462,2023-10-04,AJUSTE,415.18,10,BA-CORE-01,BR,BR-6744794855
TXN00000890,CLI000708,2023-06-30,ESTORNO,-3144.81,10,RJ-CORE-01,BR,BR-8471499716
TXN00000891,CLI001092,2023-09-06,PAGAMENTO,1765.05,00,MG-CORE-01,BR,BR-2979245480
TXN00000892,CLI000801,2023-08-20,ESTORNO,-2180.91,00,SP-CORE-02,BR,BR-2512585138
TXN00000893,CLI000566,2023-05-28,AJUSTE,3354.73,00,SP-CORE-01,BR,BR-7642365889
TXN00000894,CLI000047,2023-12-23,FATURA,534.88,01,SP-CORE-02,BR,BR-5111301175
TXN00000895,CLI000044,2023-08-02,ESTORNO,-3394.12,01,MG-CORE-01,BR,BR-3250324141
TXN00000896,CLI000703,2023-04-07,ESTORNO,-239.06,01,BA-CORE-01,BR,BR-5322385617
TXN00000897,CLI000628,2023-09-06,ESTORNO,2084.88,10,MG-CORE-01,BR,BR-3708842947
TXN00000898,CLI000304,2023-05-14,AJUSTE,809.2,02,RJ-CORE-01,BR,BR-9881854670
TXN00000899,CLI000585,2023-05-26,ESTORNO,1606.62,01,BA-CORE-01,BR,BR-1648667392
TXN00000900,CLI000240,2023-03-31,AJUSTE,2940.87,01,SP-CORE-02,BR,BR-7253513875
TXN00000901,CLI000378,2023-06-12,FATURA,2019.35,10,RJ-CORE-01,BR,BR-9849565863
TXN00000902,CLI000764,2023-10-15,AJUSTE,2480.83,02,RJ-CORE-01,BR,BR-9215204939
TXN00000903,CLI000829,2023-10-04,PAGAMENTO,3414.62,02,SP-CORE-01,BR,BR-8126571968
TXN00000904,CLI001119,2023-03-16,PAGAMENTO,3318.31,02,SP-CORE-02,BR,BR-1067567428
TXN00000905,CLI001158,2023-11-28,ESTORNO,2474.97,10,RJ-CORE-01,BR,BR-2766685440
TXN00000906,CLI001129,2023-06-23,PAGAMENTO,2418.23,10,SP-CORE-01,BR,BR-9661772834
TXN00000907,CLI000190,2023-06-07,FATURA,106.29,01,MG-CORE-01,BR,BR-8396761430
TXN00000908,CLI000570,2023-01-29,ESTORNO,-2136.37,01,BA-CORE-01,BR,BR-2231317910
TXN00000909,CLI000808,2023-01-12,AJUSTE,310.89,10,SP-CORE-01,BR,BR-1769945233
TXN00000910,CLI000303,2023-09-09,AJUSTE,1125.8,00,RJ-CORE-01,BR,BR-4942989764
TXN00000911,CLI000720,2023-07-09,PAGAMENTO,1363.67,00,RJ-CORE-01,BR,BR-3252218154
TXN00000912,CLI000852,2023-08-17,ESTORNO,3062.57,00,SP-CORE-02,BR,BR-2034953269
TXN00000913,CLI000286,2023-05-28,PAGAMENTO,140602.43,4F,SANTOS-PORT-07,PA,OFFSHORE-687002TQ
TXN00000914,CLI000136,2023-03-15,FATURA,743.09,10,BA-CORE-01,BR,BR-5650101484
TXN00000915,CLI001139,2023-02-15,PAGAMENTO,43.03,02,MG-CORE-01,BR,BR-8925631115
TXN00000916,CLI000782,2023-12-30,PAGAMENTO,1996.35,01,SP-CORE-02,BR,BR-5182609867
TXN00000917,CLI000950,2023-10-11,ESTORNO,-1727.24,02,BA-CORE-01,BR,BR-4947728706
TXN00000918,CLI000968,2023-01-14,AJUSTE,2773.44,01,RJ-CORE-01,BR,BR-1986839603
TXN00000919,CLI001008,2023-12-01,FATURA,2337.38,02,MG-CORE-01,BR,BR-7729286656
TXN00000920,CLI000741,2023-01-15,AJUSTE,435.35,02,MG-CORE-01,BR,BR-2164344392
TXN00000921,CLI000765,2023-10-17,PAGAMENTO,1537.52,02,MG-CORE-01,BR,BR-4969233836
TXN00000922,CLI000945,2023-05-13,FATURA,586.71,00,SP-CORE-02,BR,BR-3826557688
TXN00000923,CLI000730,2023-07-02,AJUSTE,588.31,02,RJ-CORE-01,BR,BR-8947526020
TXN00000924,CLI000376,2023-05-29,FATURA,1034.99,00,BA-CORE-01,BR,BR-8820716211
TXN00000925,CLI000556,2023-11-03,FATURA,2639.15,02,RJ-CORE-01,BR,BR-4989487508
TXN00000926,CLI000577,2023-02-19,ESTORNO,-1879.78,02,SP-CORE-02,BR,BR-2285384455
TXN00000927,CLI000453,2023-09-06,ESTORNO,-1453.74,01,SP-CORE-01,BR,BR-3422182038
TXN00000928,CLI000157,2023-10-14,AJUSTE,2154.73,00,MG-CORE-01,BR,BR-8943294720
TXN00000929,CLI000743,2023-03-09,FATURA,3233.47,10,RJ-CORE-01,BR,BR-7616665277
TXN00000930,CLI000059,2023-08-15,AJUSTE,3116.25,02,SP-CORE-02,BR,BR-4177181331
TXN00000931,CLI000257,2023-04-24,FATURA,467.93,01,SP-CORE-02,BR,BR-9926778957
TXN00000932,CLI000039,2023-03-08,AJUSTE,3434.26,10,SP-CORE-01,BR,BR-2485455239
TXN00000933,CLI000122,2023-08-09,PAGAMENTO,167.96,00,SP-CORE-01,BR,BR-5714524551
TXN00000934,CLI000022,2023-03-02,PAGAMENTO,3181.68,00,SP-CORE-01,BR,BR-5621463184
TXN00000935,CLI000379,2023-03-05,FATURA,3221.94,01,BA-CORE-01,BR,BR-7853087029
TXN00000936,CLI001026,2023-01-15,ESTORNO,-335.91,02,BA-CORE-01,BR,BR-2401777036
TXN00000937,CLI001084,2023-09-16,AJUSTE,2004.42,00,BA-CORE-01,BR,BR-8018504635
TXN00000938,CLI000203,2023-04-09,AJUSTE,3375.64,01,BA-CORE-01,BR,BR-7230065637
TXN00000939,CLI000380,2023-09-16,AJUSTE,2982.51,10,RJ-CORE-01,BR,BR-6274814220
TXN00000940,CLI000869,2023-12-11,PAGAMENTO,3352.96,01,RJ-CORE-01,BR,BR-6907413963
TXN00000941,CLI000955,2023-09-21,AJUSTE,811.89,00,RJ-CORE-01,BR,BR-2632399901
TXN00000942,CLI000084,2023-09-24,FATURA,492.98,02,RJ-CORE-01,BR,BR-1315708805
TXN00000943,CLI000639,2023-06-17,FATURA,1738.12,10,RJ-CORE-01,BR,BR-2150931110
TXN00000944,CLI000143,2023-04-26,PAGAMENTO,1947.63,02,MG-CORE-01,BR,BR-6968380957
TXN00000945,CLI000812,2023-12-14,PAGAMENTO,1298.7,00,MG-CORE-01,BR,BR-2549195708
TXN00000946,CLI000809,2023-09-25,PAGAMENTO,2311.75,00,SP-CORE-01,BR,BR-1393077279
TXN00000947,CLI000745,2023-12-22,PAGAMENTO,2075.14,00,SP-CORE-02,BR,BR-9344950649
TXN00000948,CLI000870,2023-06-23,AJUSTE,716.92,10,SP-CORE-01,BR,BR-7205093305
TXN00000949,CLI000975,2023-05-23,PAGAMENTO,2681.56,02,MG-CORE-01,BR,BR-8564925592
TXN00000950,CLI000251,2023-09-06,PAGAMENTO,1799.72,01,MG-CORE-01,BR,BR-1439080604
TXN00000951,CLI000140,2023-09-08,ESTORNO,1750.51,01,SP-CORE-01,BR,BR-1374938761
TXN00000952,CLI000670,2023-12-14,PAGAMENTO,113.09,01,MG-CORE-01,BR,BR-7146010221
TXN00000953,CLI001009,2023-06-05,AJUSTE,2184.44,00,SP-CORE-01,BR,BR-7495883972
TXN00000954,CLI000536,2023-04-14,PAGAMENTO,1041.6,10,MG-CORE-01,BR,BR-1443639751
TXN00000955,CLI000645,2023-10-04,ESTORNO,-1922.24,00,MG-CORE-01,BR,BR-5679877282
TXN00000956,CLI000621,2023-08-15,PAGAMENTO,1619.6,00,SP-CORE-02,BR,BR-3380355948
TXN00000957,CLI000225,2023-09-09,AJUSTE,1518.77,02,MG-CORE-01,BR,BR-8664105957
TXN00000958,CLI000321,2023-12-04,PAGAMENTO,1947.17,10,MG-CORE-01,BR,BR-9004608615
TXN00000959,CLI000583,2023-07-20,FATURA,936.6,10,BA-CORE-01,BR,BR-5347969846
TXN00000960,CLI001196,2023-02-01,ESTORNO,-117.95,00,SP-CORE-02,BR,BR-7072268003
TXN00000961,CLI000732,2023-11-17,FATURA,1207.57,00,MG-CORE-01,BR,BR-4346505855
TXN00000962,CLI000640,2023-06-29,PAGAMENTO,216.44,01,SP-CORE-02,BR,BR-3238126936
TXN00000963,CLI000348,2023-12-19,FATURA,247.94,02,SP-CORE-01,BR,BR-8238377072
TXN00000964,CLI001055,2023-10-03,FATURA,1154.89,10,MG-CORE-01,BR,BR-1728004476
TXN00000965,CLI000649,2023-05-17,PAGAMENTO,91.0,10,BA-CORE-01,BR,BR-6449965466
TXN00000966,CLI000422,2023-10-20,PAGAMENTO,1378.25,00,MG-CORE-01,BR,BR-6447765697
TXN00000967,CLI000893,2023-09-12,ESTORNO,-1769.63,02,SP-CORE-02,BR,BR-1626785308
TXN00000968,CLI000589,2023-09-12,AJUSTE,2231.35,00,BA-CORE-01,BR,BR-6013117609
TXN00000969,CLI000189,2023-01-25,ESTORNO,1054.67,10,SP-CORE-02,BR,BR-6480214504
TXN00000970,CLI000974,2023-10-31,FATURA,1192.2,00,BA-CORE-01,BR,BR-6582393412
TXN00000971,CLI000615,2023-04-18,PAGAMENTO,1228.66,00,RJ-CORE-01,BR,BR-4361527572
TXN00000972,CLI000515,2023-12-06,PAGAMENTO,1899.02,01,MG-CORE-01,BR,BR-6845987005
TXN00000973,CLI000383,2023-12-10,PAGAMENTO,2676.78,01,SP-CORE-01,BR,BR-5055403877
TXN00000974,CLI000889,2023-04-20,PAGAMENTO,2319.61,10,RJ-CORE-01,BR,BR-3648572296
TXN00000975,CLI000309,2023-09-25,FATURA,718.26,10,SP-CORE-02,BR,BR-2966500767
TXN00000976,CLI000588,2023-08-11,ESTORNO,-1447.71,00,SP-CORE-02,BR,BR-5876890399
TXN00000977,CLI000233,2023-05-12,AJUSTE,2410.26,01,MG-CORE-01,BR,BR-6994451417
TXN00000978,CLI001147,2023-04-09,AJUSTE,116.41,02,MG-CORE-01,BR,BR-8998080862
TXN00000979,CLI000559,2023-08-05,PAGAMENTO,2271.29,00,SP-CORE-02,BR,BR-7185710340
TXN00000980,CLI000087,2023-01-15,AJUSTE,919.22,02,BA-CORE-01,BR,BR-3552898167
TXN00000981,CLI000611,2023-01-11,PAGAMENTO,212.54,00,RJ-CORE-01,BR,BR-6585327015
TXN00000982,CLI000484,2023-07-28,FATURA,3140.77,00,MG-CORE-01,BR,BR-3986257683
TXN00000983,CLI001076,2023-10-20,FATURA,2575.99,00,BA-CORE-01,BR,BR-7352298473
TXN00000984,CLI000642,2023-09-12,ESTORNO,3098.29,01,BA-CORE-01,BR,BR-6665653122
TXN00000985,CLI000359,2023-10-27,ESTORNO,-2585.58,01,MG-CORE-01,BR,BR-8013262671
TXN00000986,CLI001005,2023-05-21,AJUSTE,1549.37,02,BA-CORE-01,BR,BR-4358554365
TXN00000987,CLI000505,2023-12-25,ESTORNO,-3321.51,02,BA-CORE-01,BR,BR-6694638039
TXN00000988,CLI000072,2023-03-16,ESTORNO,1283.23,02,RJ-CORE-01,BR,BR-8670238355
TXN00000989,CLI000788,2023-12-20,FATURA,3212.75,01,RJ-CORE-01,BR,BR-2567729816
TXN00000990,CLI000907,2023-11-24,ESTORNO,3355.52,02,SP-CORE-01,BR,BR-8418324922
TXN00000991,CLI000185,2023-01-05,PAGAMENTO,3186.07,10,RJ-CORE-01,BR,BR-6195400294
TXN00000992,CLI000833,2023-06-02,AJUSTE,752.14,01,MG-CORE-01,BR,BR-8721000527
TXN00000993,CLI000682,2023-05-21,FATURA,3035.23,10,MG-CORE-01,BR,BR-8709662258
TXN00000994,CLI000721,2023-02-21,PAGAMENTO,2888.92,02,BA-CORE-01,BR,BR-8185384294
TXN00000995,CLI000107,2023-11-05,PAGAMENTO,2557.73,02,MG-CORE-01,BR,BR-2300656317
TXN00000996,CLI000410,2023-11-19,AJUSTE,1563.05,01,SP-CORE-01,BR,BR-2619163247
TXN00000997,CLI000267,2023-06-10,ESTORNO,2023.82,00,SP-CORE-02,BR,BR-7863073642
TXN00000998,CLI000671,2023-06-13,PAGAMENTO,1591.18,01,RJ-CORE-01,BR,BR-7795686304
TXN00000999,CLI001169,2023-04-12,ESTORNO,313.71,02,SP-CORE-02,BR,BR-9454334062
TXN00001000,CLI000407,2023-01-11,AJUSTE,3319.42,01,SP-CORE-01,BR,BR-4927323476
TXN00001001,CLI000533,2023-12-26,ESTORNO,-2984.37,00,MG-CORE-01,BR,BR-8149805821
TXN00001002,CLI000029,2023-02-15,AJUSTE,3353.95,01,BA-CORE-01,BR,BR-3631431563
TXN00001003,CLI000417,2023-08-21,PAGAMENTO,2898.86,10,SP-CORE-01,BR,BR-8072709948
TXN00001004,CLI000884,2023-05-17,AJUSTE,1022.11,10,MG-CORE-01,BR,BR-8714753670
TXN00001005,CLI000370,2023-11-04,AJUSTE,770.17,02,SP-CORE-02,BR,BR-1455028401
TXN00001006,CLI000924,2023-03-16,PAGAMENTO,120.13,02,SP-CORE-02,BR,BR-5718479235
TXN00001007,CLI000961,2023-07-09,AJUSTE,2048.5,10,SP-CORE-01,BR,BR-6244291385
TXN00001008,CLI000867,2023-06-15,AJUSTE,3410.91,10,SP-CORE-02,BR,BR-6901798608
TXN00001009,CLI000965,2023-02-07,ESTORNO,351.57,00,SP-CORE-01,BR,BR-5942411853
TXN00001010,CLI000781,2023-11-07,ESTORNO,3288.84,00,SP-CORE-01,BR,BR-5285100605
TXN00001011,CLI000534,2023-07-22,ESTORNO,2355.99,01,BA-CORE-01,BR,BR-3073486033
TXN00001012,CLI000184,2023-09-15,AJUSTE,1735.08,02,MG-CORE-01,BR,BR-6563839027
TXN00001013,CLI000262,2023-12-30,ESTORNO,-1865.87,01,RJ-CORE-01,BR,BR-1368743555
TXN00001014,CLI000541,2023-05-24,PAGAMENTO,2622.43,10,RJ-CORE-01,BR,BR-4135973483
TXN00001015,CLI000902,2023-08-12,ESTORNO,3126.5,02,MG-CORE-01,BR,BR-6791027463
TXN00001016,CLI000964,2023-04-07,FATURA,537.2,01,SP-CORE-02,BR,BR-6768427475
TXN00001017,CLI000731,2023-03-25,ESTORNO,-2476.75,10,SP-CORE-01,BR,BR-4368413994
TXN00001018,CLI000192,2023-08-23,PAGAMENTO,1735.6,01,SP-CORE-01,BR,BR-7533138437
TXN00001019,CLI001154,2023-05-26,AJUSTE,648.68,01,BA-CORE-01,BR,BR-6790905673
TXN00001020,CLI000370,2023-10-26,AJUSTE,3493.06,00,BA-CORE-01,BR,BR-5714255033
TXN00001021,CLI000054,2023-02-09,PAGAMENTO,876.63,10,SP-CORE-01,BR,BR-7238213207
TXN00001022,CLI000218,2023-12-15,ESTORNO,3435.04,00,MG-CORE-01,BR,BR-5583478908
TXN00001023,CLI000552,2023-03-20,ESTORNO,90683.57,4F,SANTOS-PORT-07,PA,OFFSHORE-266093BZ
TXN00001024,CLI000265,2023-06-18,FATURA,3394.8,10,RJ-CORE-01,BR,BR-7139882707
TXN00001025,CLI000145,2023-01-25,AJUSTE,2809.42,02,RJ-CORE-01,BR,BR-9609047368
TXN00001026,CLI000183,2023-02-17,PAGAMENTO,1408.03,01,SP-CORE-02,BR,BR-1922542252
TXN00001027,CLI000247,2023-04-17,FATURA,587.03,10,RJ-CORE-01,BR,BR-4418828570
TXN00001028,CLI000197,2023-09-09,ESTORNO,-2807.83,02,BA-CORE-01,BR,BR-3479690385
TXN00001029,CLI000867,2023-09-20,ESTORNO,-715.55,10,MG-CORE-01,BR,BR-3305920746
TXN00001030,CLI000191,2023-08-05,FATURA,2842.26,01,MG-CORE-01,BR,BR-6866036409
TXN00001031,CLI001015,2023-09-20,FATURA,1209.27,10,SP-CORE-02,BR,BR-6141394879
TXN00001032,CLI000305,2023-05-29,FATURA,1649.4,00,MG-CORE-01,BR,BR-5784400161
TXN00001033,CLI000606,2023-12-17,AJUSTE,3162.1,01,BA-CORE-01,BR,BR-5785590330
TXN00001034,CLI001046,2023-10-10,FATURA,286.33,00,BA-CORE-01,BR,BR-8733575600
TXN00001035,CLI001200,2023-07-31,PAGAMENTO,348.81,02,RJ-CORE-01,BR,BR-3534753843
TXN00001036,CLI000805,2023-09-15,FATURA,76.62,10,SP-CORE-02,BR,BR-3886690817
TXN00001037,CLI000932,2023-02-12,FATURA,1468.56,02,RJ-CORE-01,BR,BR-2345122542
TXN00001038,CLI000380,2023-11-16,PAGAMENTO,2831.26,02,SP-CORE-02,BR,BR-6319629373
TXN00001039,CLI000037,2023-11-06,FATURA,922.43,00,MG-CORE-01,BR,BR-1502291736
TXN00001040,CLI000830,2023-07-22,FATURA,426.04,01,MG-CORE-01,BR,BR-6963404324
TXN00001041,CLI000180,2023-06-05,PAGAMENTO,2172.38,02,MG-CORE-01,BR,BR-3561629386
TXN00001042,CLI000055,2023-03-11,AJUSTE,68.29,00,SP-CORE-01,BR,BR-7763740453
TXN00001043,CLI000391,2023-09-04,AJUSTE,2277.21,01,MG-CORE-01,BR,BR-2816937739
TXN00001044,CLI000045,2023-06-04,FATURA,2698.63,01,MG-CORE-01,BR,BR-6011649263
TXN00001045,CLI000041,2023-03-27,FATURA,3160.41,10,MG-CORE-01,BR,BR-2240535933
TXN00001046,CLI000105,2023-10-27,PAGAMENTO,864.35,02,BA-CORE-01,BR,BR-6098549568
TXN00001047,CLI001136,2023-01-05,ESTORNO,377.27,10,MG-CORE-01,BR,BR-8911266259
TXN00001048,CLI001000,2023-01-19,ESTORNO,1716.49,10,BA-CORE-01,BR,BR-3660345628
TXN00001049,CLI001134,2023-02-01,AJUSTE,1858.51,10,BA-CORE-01,BR,BR-9012356988
TXN00001050,CLI001014,2023-05-18,FATURA,3127.21,10,MG-CORE-01,BR,BR-5088130061
TXN00001051,CLI000962,2023-08-18,ESTORNO,2447.35,00,SP-CORE-02,BR,BR-3081379485
TXN00001052,CLI000960,2023-08-13,ESTORNO,827.72,01,BA-CORE-01,BR,BR-8099880573
TXN00001053,CLI000968,2023-05-31,AJUSTE,2536.02,10,MG-CORE-01,BR,BR-7406913885
TXN00001054,CLI000355,2023-11-15,AJUSTE,741.09,00,MG-CORE-01,BR,BR-7201296029
TXN00001055,CLI000622,2023-03-22,AJUSTE,2128.01,00,MG-CORE-01,BR,BR-1718348264
TXN00001056,CLI000732,2023-04-18,AJUSTE,1957.77,00,RJ-CORE-01,BR,BR-3428365056
TXN00001057,CLI000882,2023-03-31,AJUSTE,2901.26,00,SP-CORE-01,BR,BR-6242134332
TXN00001058,CLI000697,2023-11-13,FATURA,808.88,01,MG-CORE-01,BR,BR-5435391625
TXN00001059,CLI000214,2023-01-24,ESTORNO,2699.93,02,SP-CORE-02,BR,BR-2239829538
TXN00001060,CLI000209,2023-08-13,FATURA,2800.47,00,SP-CORE-01,BR,BR-8648220906
TXN00001061,CLI000322,2023-09-17,FATURA,386.83,00,SP-CORE-02,BR,BR-3193894984
TXN00001062,CLI000686,2023-12-29,ESTORNO,1556.48,10,SP-CORE-01,BR,BR-3459788151
TXN00001063,CLI000503,2023-03-04,AJUSTE,2973.11,10,MG-CORE-01,BR,BR-9550822977
TXN00001064,CLI000763,2023-06-24,PAGAMENTO,1017.92,01,SP-CORE-01,BR,BR-4250372185
TXN00001065,CLI000864,2023-07-04,PAGAMENTO,2210.45,01,SP-CORE-02,BR,BR-2826025489
TXN00001066,CLI001058,2023-03-12,AJUSTE,2810.16,10,MG-CORE-01,BR,BR-6358107532
TXN00001067,CLI000645,2023-01-16,ESTORNO,-1560.17,00,BA-CORE-01,BR,BR-5433395802
TXN00001068,CLI001177,2023-03-26,PAGAMENTO,1530.57,10,SP-CORE-01,BR,BR-6423750090
TXN00001069,CLI001134,2023-11-20,FATURA,3430.56,02,MG-CORE-01,BR,BR-5668556448
TXN00001070,CLI000301,2023-06-10,ESTORNO,3184.12,00,RJ-CORE-01,BR,BR-4487036345
TXN00001071,CLI000405,2023-08-17,PAGAMENTO,2260.7,10,RJ-CORE-01,BR,BR-8254773516
TXN00001072,CLI001108,2023-02-13,ESTORNO,148.66,02,MG-CORE-01,BR,BR-2838963536
TXN00001073,CLI000328,2023-04-20,ESTORNO,343.01,02,BA-CORE-01,BR,BR-3646349248
TXN00001074,CLI000866,2023-01-15,FATURA,3118.31,02,SP-CORE-02,BR,BR-4370902138
TXN00001075,CLI000254,2023-01-31,FATURA,2948.71,02,BA-CORE-01,BR,BR-4494084172
TXN00001076,CLI000011,2023-11-30,FATURA,3295.87,10,RJ-CORE-01,BR,BR-4459340599
TXN00001077,CLI000583,2023-06-23,PAGAMENTO,3440.67,01,RJ-CORE-01,BR,BR-7743417981
TXN00001078,CLI001058,2023-07-13,AJUSTE,1828.44,01,SP-CORE-01,BR,BR-7581095906
TXN00001079,CLI000168,2023-07-04,AJUSTE,1601.0,01,MG-CORE-01,BR,BR-6018142572
TXN00001080,CLI000914,2023-02-01,FATURA,1498.61,01,MG-CORE-01,BR,BR-6551823759
TXN00001081,CLI001063,2023-07-09,FATURA,2375.34,10,BA-CORE-01,BR,BR-7754847890
TXN00001082,CLI000854,2023-05-16,PAGAMENTO,2053.38,10,MG-CORE-01,BR,BR-4501175349
TXN00001083,CLI001052,2023-03-15,AJUSTE,1780.13,10,MG-CORE-01,BR,BR-3817053070
TXN00001084,CLI001145,2023-12-22,FATURA,760.0,10,SP-CORE-01,BR,BR-1569902893
TXN00001085,CLI000594,2023-03-02,ESTORNO,-2113.57,10,SP-CORE-01,BR,BR-6981604165
TXN00001086,CLI000622,2023-09-25,FATURA,553.5,02,RJ-CORE-01,BR,BR-8011113122
TXN00001087,CLI000625,2023-09-06,ESTORNO,-117.36,01,SP-CORE-02,BR,BR-7991402837
TXN00001088,CLI000139,2023-04-21,ESTORNO,657.11,10,SP-CORE-01,BR,BR-6906320181
TXN00001089,CLI000692,2023-08-02,FATURA,1694.49,02,BA-CORE-01,BR,BR-9914274512
TXN00001090,CLI000944,2023-09-01,PAGAMENTO,2923.92,01,SP-CORE-02,BR,BR-4302332663
TXN00001091,CLI000839,2023-12-08,PAGAMENTO,1582.78,02,SP-CORE-01,BR,BR-8515344013
TXN00001092,CLI000908,2023-04-30,PAGAMENTO,3152.85,02,BA-CORE-01,BR,BR-9063016667
TXN00001093,CLI000633,2023-11-27,ESTORNO,328.08,01,SP-CORE-01,BR,BR-7391102387
TXN00001094,CLI001182,2023-11-26,FATURA,1966.55,01,BA-CORE-01,BR,BR-3499480048
TXN00001095,CLI000247,2023-10-19,FATURA,1835.7,10,BA-CORE-01,BR,BR-9989974968
TXN00001096,CLI000910,2023-01-10,AJUSTE,976.87,01,SP-CORE-02,BR,BR-9470321015
TXN00001097,CLI001007,2023-10-01,FATURA,2131.85,10,BA-CORE-01,BR,BR-8289800644
TXN00001098,CLI000650,2023-06-24,FATURA,1540.82,10,SP-CORE-01,BR,BR-4651178503
TXN00001099,CLI000585,2023-05-12,PAGAMENTO,336.77,00,BA-CORE-01,BR,BR-2708176663
TXN00001100,CLI000835,2023-04-04,AJUSTE,909.33,00,SP-CORE-02,BR,BR-9453047901
TXN00001101,CLI000120,2023-01-31,AJUSTE,2158.37,02,SP-CORE-02,BR,BR-4542693668
TXN00001102,CLI000248,2023-07-19,ESTORNO,-363.63,01,MG-CORE-01,BR,BR-7419751815
TXN00001103,CLI001034,2023-04-14,FATURA,853.89,01,MG-CORE-01,BR,BR-6512990303
TXN00001104,CLI000834,2023-02-28,PAGAMENTO,957.12,02,MG-CORE-01,BR,BR-8956094389
TXN00001105,CLI001135,2023-09-05,FATURA,120.59,01,SP-CORE-01,BR,BR-8680705725
TXN00001106,CLI000834,2023-05-07,FATURA,2675.16,01,RJ-CORE-01,BR,BR-4273856102
TXN00001107,CLI001107,2023-02-12,PAGAMENTO,2965.05,01,SP-CORE-02,BR,BR-1197323378
TXN00001108,CLI000086,2023-05-06,AJUSTE,1890.62,10,BA-CORE-01,BR,BR-8888575793
TXN00001109,CLI000124,2023-08-26,FATURA,3364.68,02,SP-CORE-02,BR,BR-1069927882
TXN00001110,CLI001199,2023-05-20,PAGAMENTO,2100.58,10,RJ-CORE-01,BR,BR-5973501339
TXN00001111,CLI000252,2023-01-24,ESTORNO,-581.73,00,RJ-CORE-01,BR,BR-2960730480
TXN00001112,CLI001034,2023-10-12,AJUSTE,3495.9,10,SP-CORE-02,BR,BR-2837384013
TXN00001113,CLI000659,2023-12-16,ESTORNO,-3310.02,02,MG-CORE-01,BR,BR-4905874257
TXN00001114,CLI000005,2023-04-18,ESTORNO,1620.1,02,SP-CORE-01,BR,BR-2296502486
TXN00001115,CLI001002,2023-01-03,PAGAMENTO,3157.03,01,MG-CORE-01,BR,BR-9059914313
TXN00001116,CLI000912,2023-10-03,PAGAMENTO,302.4,00,BA-CORE-01,BR,BR-9990826771
TXN00001117,CLI000793,2023-06-30,FATURA,3402.7,10,BA-CORE-01,BR,BR-6843025485
TXN00001118,CLI000396,2023-12-23,AJUSTE,3443.61,00,MG-CORE-01,BR,BR-5648960780
TXN00001119,CLI000393,2023-01-05,PAGAMENTO,790.89,00,RJ-CORE-01,BR,BR-3787052438
TXN00001120,CLI000744,2023-11-11,FATURA,2195.82,01,SP-CORE-02,BR,BR-5517391943
TXN00001121,CLI000812,2023-05-24,FATURA,1735.08,01,SP-CORE-01,BR,BR-7981917208
TXN00001122,CLI000397,2023-05-23,FATURA,2000.48,10,SP-CORE-02,BR,BR-4243697409
TXN00001123,CLI001168,2023-02-03,AJUSTE,2066.81,00,SP-CORE-02,BR,BR-9981632126
TXN00001124,CLI001092,2023-09-25,AJUSTE,2556.57,02,SP-CORE-02,BR,BR-1408810792
TXN00001125,CLI000107,2023-12-15,ESTORNO,1969.2,10,SP-CORE-01,BR,BR-6211604267
TXN00001126,CLI000956,2023-08-10,ESTORNO,2958.31,10,RJ-CORE-01,BR,BR-1334744286
TXN00001127,CLI000570,2023-07-05,PAGAMENTO,1820.05,00,SP-CORE-02,BR,BR-3549834042
TXN00001128,CLI000686,2023-09-30,PAGAMENTO,1582.04,00,MG-CORE-01,BR,BR-2911547690
TXN00001129,CLI000512,2023-10-20,FATURA,2830.7,01,MG-CORE-01,BR,BR-9624563057
TXN00001130,CLI000983,2023-03-26,AJUSTE,1165.7,00,SP-CORE-01,BR,BR-8990100704
TXN00001131,CLI000221,2023-01-13,PAGAMENTO,2082.01,02,RJ-CORE-01,BR,BR-3980840461
TXN00001132,CLI000485,2023-05-03,PAGAMENTO,3356.63,00,RJ-CORE-01,BR,BR-3051706927
TXN00001133,CLI000256,2023-11-04,FATURA,2176.09,00,MG-CORE-01,BR,BR-6278286600
TXN00001134,CLI000262,2023-02-01,FATURA,3210.17,10,RJ-CORE-01,BR,BR-9973608649
